 id Especie  Diameter Height ODB TODB Branches foliage Rand set
 869 "WHITE BIRCH"  6 6.5 9.6 5.4 1.8 2.3 0.929902397793886 0
 870 "WHITE BIRCH"  4.6 5.7 3.1 2.3 0.4 0.5 0.419730843536527 0
 871 "WHITE BIRCH"  14 8.3 67.2 37.8 21.3 8 0.515565526113346 0
 872 "WHITE BIRCH"  6.2 6.4 10.3 6.8 1.5 2 0.730074050423571 0
 873 "WHITE BIRCH"  4.3 5.5 4 3.1 0.5 0.5 0.685925688964428 0
 874 "WHITE BIRCH"  8.5 6.8 15.6 9.8 2.7 3.1 0.623913435469975 0
 875 "WHITE BIRCH"  13.3 7.6 40 26.8 9.7 3.5 0.133465539659677 0
 876 "WHITE BIRCH"  2.4 2.7 1.9 0.8 0.5 0.5 0.932776276804647 0
 877 "WHITE BIRCH"  2.3 2.6 1.2 0.7 0.2 0.3 0.743020280530535 0
 878 "WHITE BIRCH"  2.2 3 1.8 1 0.5 0.3 0.396582299038342 0
 879 "WHITE BIRCH"  3.2 3 2.8 1.1 1 0.7 0.790994939445467 0
 880 "WHITE BIRCH"  4.4 4 5 2.5 1.2 1.3 0.62485931035663 0
 881 "WHITE BIRCH"  10 6.4 32.4 18.6 11 2.7 0.71875490464109 0
 882 "WHITE BIRCH"  12.9 7.6 61 34.4 19.4 7.2 0.833792287969247 0
 883 "WHITE BIRCH"  16 9.1 91.5 48.5 32.8 10.3 0.869477224406042 0
 884 "WHITE BIRCH"  12.7 8 47.1 23.7 19.7 3.8 0.346603817958297 0
 885 "WHITE BIRCH"  28.1 14.4 275.4 180.4 73.4 21.6 0.339321400941234 0
 886 "WHITE BIRCH"  20.3 11 122.9 95.6 22.3 5 0.445548729568918 0
 887 "WHITE BIRCH"  17.9 13.3 117.6 94.4 16.1 7.1 0.363380400988911 0
 888 "WHITE BIRCH"  16.3 12.9 73.5 64.2 5.8 3.6 0.0925567057791917 1
 889 "WHITE BIRCH"  13.5 13.2 64.3 55.6 4.6 4.1 0.138799048013045 0
 890 "WHITE BIRCH"  12.2 11.8 54.1 43.1 7.1 3.9 0.72249278881798 0
 891 "WHITE BIRCH"  18.2 10.7 126.7 93.9 28 4.8 0.391077127988124 0
 892 "WHITE BIRCH"  20.4 11.2 139.3 96.5 32.4 10.4 0.637103130102717 0
 893 "WHITE BIRCH"  14.9 11.3 70.9 57.6 9.1 4.2 0.190788586288772 0
 894 "WHITE BIRCH"  27.9 12.5 288.1 180.7 91.1 16.4 0.382750557996848 0
 895 "WHITE BIRCH"  3.4 5.2 2.6 1.7 0.3 0.5 0.222133715436913 0
 896 "WHITE BIRCH"  5.6 6.1 9.2 5.8 0.9 2.5 0.445786709310466 0
 897 "WHITE BIRCH"  6.4 6.5 9 6.3 1.2 1.5 0.395876424476184 0
 898 "WHITE BIRCH"  6.5 5.7 7.9 5.3 0.8 1.9 0.773982350323356 0
 899 "WHITE BIRCH"  4.4 5.3 5.3 3.3 1 1.1 0.693232784696737 0
 900 "WHITE BIRCH"  2.6 3.8 1.3 1 0.1 0.2 0.874894681867122 0
 901 "WHITE BIRCH"  1.9 2.7 0.9 0 0.6 0.3 0.28655147169913 0
 902 "WHITE BIRCH"  22.6 16.3 224.4 181.6 31.5 11.2 0.278846262452079 0
 903 "WHITE BIRCH"  15.7 17.2 88.8 83.7 4.1 1.1 0.318191315778144 0
 904 "WHITE BIRCH"  26.2 15.8 270.6 217.3 40 13.3 0.993958347452054 0
 905 "WHITE BIRCH"  17.1 14.9 86.8 80.5 4.3 2 0.451169740198863 0
 906 "WHITE BIRCH"  23.4 14.8 207.7 169.5 27.1 11.1 0.149328530992313 0
 907 "WHITE BIRCH"  26.1 18.6 337.5 276.9 47.4 13.1 0.979412115201972 0
 908 "WHITE BIRCH"  19.1 15.6 128.6 107.1 12.5 9 0.709935839605851 0
 909 "WHITE BIRCH"  12.2 13.7 49.8 44 4.7 1.1 0.309315302121732 0
 910 "WHITE BIRCH"  21.3 14.5 152.4 128.8 19.8 3.8 0.0714713849588937 1
 911 "WHITE BIRCH"  28.3 15 362.2 237.7 107.1 17.4 0.481285571512311 0
 912 "WHITE BIRCH"  25.2 13.9 205 178.1 25.3 1.6 0.279884447942194 0
 913 "WHITE BIRCH"  16.3 14.3 101.4 78.4 16.2 6.8 0.542810627647341 0
 914 "WHITE BIRCH"  13.9 11.9 68 55.3 5.8 6.9 0.138307829567267 0
 915 "WHITE BIRCH"  21 15.5 187.9 144.7 32.1 11.1 0.925935370419434 0
 916 "WHITE BIRCH"  15.7 10.6 74.3 66.8 5 2.5 0.292720535251109 0
 917 "WHITE BIRCH"  14.3 14.7 69.4 62.3 5 2.1 0.131716452395942 0
 918 "WHITE BIRCH"  16.2 12.8 96.9 81.8 12.9 2.2 0.233476318048544 0
 919 "WHITE BIRCH"  22.5 16.3 190.6 158 23.5 9.1 0.961924864684931 0
 920 "WHITE BIRCH"  26.2 15.1 227.5 178.7 27.2 21.6 0.807846285166057 0
 921 "WHITE BIRCH"  17.2 14.2 119.9 82.9 25.9 11 0.823430120042301 0
 922 "WHITE BIRCH"  11.9 14.1 58 49.2 4.7 4.1 0.216251437470404 0
 923 "WHITE BIRCH"  22.1 14.6 220.4 168.8 33.5 18.2 0.157217682610336 0
 924 "WHITE BIRCH"  25.4 16.1 327.7 258.2 48.9 20.6 0.618909236420392 0
 925 "WHITE BIRCH"  15.2 14.5 87.7 73 8.9 5.8 0.326784592636487 0
 926 "WHITE BIRCH"  15.1 16.2 91.3 80.9 7.8 2.7 0.294326101227168 0
 927 "WHITE BIRCH"  14.8 13.7 82.8 67.4 9.5 5.9 0.363497161918775 0
 928 "WHITE BIRCH"  16.8 14.3 111.8 98.1 10.2 3.5 0.386574528081181 0
 929 "WHITE BIRCH"  23 15.9 220 169.4 44.2 6.4 0.505202915731534 0
 930 "WHITE BIRCH"  11.6 12.5 48.1 43.3 2.9 1.9 0.602507536605216 0
 931 "WHITE BIRCH"  25.8 16.7 310.5 270.9 35 4.6 0.400157842545424 0
 932 "WHITE BIRCH"  15.7 15 80.3 70.6 6.3 3.4 0.0928318087074662 1
 933 "WHITE BIRCH"  15 14.8 68.3 64.1 2.8 1.4 0.641091146207776 0
 934 "WHITE BIRCH"  12 7.6 28.8 20.5 5.6 2.6 0.580370562848731 0
 935 "WHITE BIRCH"  14.2 10 60.4 42.7 9.6 8.1 0.722199111612504 0
 936 "WHITE BIRCH"  11.8 9.1 47.3 30.3 12.2 4.8 0.622416104011899 0
 937 "WHITE BIRCH"  17.2 12.7 104.3 76.4 19.9 8.1 0.562990702649472 0
 938 "WHITE BIRCH"  12.6 13 48.1 42.1 1.8 4.2 0.485228017943636 0
 939 "WHITE BIRCH"  25.3 11 205 143.4 49.1 12.5 0.123521791689243 0
 940 "WHITE BIRCH"  27.1 15 362.7 299.8 53.4 9.5 0.788001979055228 0
 941 "WHITE BIRCH"  24.2 15.6 269.3 239 22.1 8.1 0.273645769119558 0
 942 "WHITE BIRCH"  27 14.5 431.6 264.1 131.7 35.9 0.133727719873874 0
 943 "WHITE BIRCH"  28.1 16.4 392.7 307.7 58 27 0.453107698279238 0
 944 "WHITE BIRCH"  18.4 15 146.9 133.3 7.9 5.8 0.971840868777474 0
 945 "WHITE BIRCH"  21 12.3 159.9 115.6 39.5 4.8 0.31331828311194 0
 946 "WHITE BIRCH"  15.9 14.4 94.2 88.9 2.7 2.6 0.000315389894426741 1
 947 "WHITE BIRCH"  18.7 14.7 140.2 128.6 6.2 5.3 0.416407080624859 0
 948 "WHITE BIRCH"  23.5 16.7 257.6 194.5 52.5 10.6 0.168515579363529 0
 949 "WHITE BIRCH"  13.7 13.2 69.2 56.3 10.7 2.3 0.792429400675396 0
 950 "WHITE BIRCH"  15.1 13.2 68.9 55.2 10.8 2.9 0.629811190177372 0
 951 "WHITE BIRCH"  4.6 7.4 4.2 3.8 0.1 0.3 0.798233452927407 0
 952 "WHITE BIRCH"  4.9 4.8 3.9 2.4 0.9 0.5 0.878127114932739 0
 953 "WHITE BIRCH"  4.4 4.7 5.2 3.7 0.5 1 0.723220587482111 0
 954 "WHITE BIRCH"  2.1 2.6 0.9 0.5 0.1 0.4 0.557190531407158 0
 955 "WHITE BIRCH"  4.1 4.9 2.5 1.9 0.3 0.4 0.135244998927102 0
 956 "WHITE BIRCH"  3.5 3.2 2.3 1.2 0.4 0.6 0.911121350224185 0
 957 "WHITE BIRCH"  3.5 3.5 2.3 1.4 0.4 0.6 0.381531787449178 0
 958 "WHITE BIRCH"  3.6 3.9 3 1.8 0.4 0.8 0.694724764356415 0
 959 "WHITE BIRCH"  8.3 5.7 13.1 8.2 2.6 2.3 0.514281471397967 0
 960 "WHITE BIRCH"  7.5 5.9 13 7.9 1.9 3.2 0.0174111486838548 1
 961 "WHITE BIRCH"  7 5.7 12 7.6 1.7 2.8 0.779666457841134 0
 962 "WHITE BIRCH"  6.1 5.9 8.4 5.5 1.3 1.6 0.89813102685604 0
 963 "WHITE BIRCH"  6 4.4 9.4 3.9 2.3 3.3 0.1611989652866 0
 964 "WHITE BIRCH"  6.5 5.6 7.2 5.3 0.9 1.1 0.70274669106969 0
 965 "WHITE BIRCH"  7.4 8.6 15.8 13.1 1.1 1.6 0.67695522472239 0
 966 "WHITE BIRCH"  6.9 7.4 9.6 8 0.8 0.8 0.0379121368437221 1
 967 "WHITE BIRCH"  26 18.9 332.2 282.9 33.5 15.7 0.20563228575043 0
 968 "WHITE BIRCH"  9.8 10.9 28.6 24.5 0.8 3.2 0.118328529718948 0
 969 "WHITE BIRCH"  17.3 14.7 109.7 91.5 9.4 8.8 0.262675384592561 0
 970 "WHITE BIRCH"  2.6 3.2 1.1 0.7 0.1 0.3 0.941558436859264 0
 971 "WHITE BIRCH"  5 4.4 3 1.7 0.5 0.8 0.126110341347699 0
 972 "WHITE BIRCH"  11.7 11.5 42.5 33.1 5.7 3.6 0.162986690293894 0
 973 "WHITE BIRCH"  5.6 9.3 7.4 6.3 0.6 0.4 0.710359507959308 0
 974 "WHITE BIRCH"  8.6 10.3 18.7 15.7 1.7 1.3 0.914142506528678 0
 975 "WHITE BIRCH"  4.9 8.7 5 4.4 0.1 0.5 0.859624026615175 0
 976 "WHITE BIRCH"  8.9 7.2 22.4 14.4 6.2 1.8 0.702071772673624 0
 977 "WHITE BIRCH"  4.8 5.9 4.6 3.5 0.5 0.5 0.284553353617757 0
 978 "WHITE BIRCH"  4.9 6.5 4.8 3.5 0.6 0.6 0.87571994678119 0
 979 "WHITE BIRCH"  16.5 12.5 155.9 115.4 32.3 8.1 0.0948833488312959 1
 980 "WHITE BIRCH"  22.7 13.5 225.8 177.8 39.9 8 0.750430222675354 0
 981 "WHITE BIRCH"  15.8 13.1 65.1 59.2 4.6 1.2 0.71076941159489 0
 982 "WHITE BIRCH"  21.5 14.1 173.8 139 28.8 6.1 0.0791368396976582 1
 983 "WHITE BIRCH"  14.4 13.3 64.2 59.9 2 2.3 0.955154192654265 0
 984 "WHITE BIRCH"  9.8 10.7 26.7 24.1 1.5 1 0.6949905874695 0
 985 "WHITE BIRCH"  16.9 13 87.6 75.6 9.2 2.8 0.860646628893912 0
 986 "WHITE BIRCH"  11.9 12.4 43.4 40.3 1.5 1.6 0.634411480894714 0
 987 "WHITE BIRCH"  17.2 13.7 120 106.1 10.6 3.3 0.0886898070676426 1
 988 "WHITE BIRCH"  11.5 11.9 44.4 41.6 1.4 1.4 0.961107622265472 0
 989 "WHITE BIRCH"  18.1 15.7 124.4 106.4 10.7 7.4 0.373105692012976 0
 990 "WHITE BIRCH"  14.6 15.1 74.6 66.9 3.8 3.8 0.302598348410592 0
 991 "WHITE BIRCH"  23.6 17.6 259.1 215.2 26.6 17.3 0.712539553689581 0
 992 "WHITE BIRCH"  19.3 15.5 133.9 111 13.6 9.3 0.792365123648831 0
 993 "WHITE BIRCH"  16.3 13.2 97.7 78.5 13.9 5.3 0.488995369834426 0
 994 "WHITE BIRCH"  24.3 15 305.1 202.8 89.5 12.8 0.227252512320057 0
 995 "WHITE BIRCH"  28.7 14.8 487.2 268.1 176.7 42.4 0.195344508574706 0
 996 "WHITE BIRCH"  13.9 11.1 60.9 55.9 2.9 2.1 0.030570086938553 1
 997 "WHITE BIRCH"  5.8 4.8 6.1 3.3 1.1 1.8 0.758855417378772 0
 998 "WHITE BIRCH"  3.9 4.4 2.5 1.5 0.3 0.7 0.957232515482505 0
 999 "WHITE BIRCH"  3.7 4 1.1 0.4 0.2 0.5 0.157662476171316 0
 1000 "WHITE BIRCH"  15.4 12.3 87.9 69.3 14.5 4.2 0.633507834519113 0
 1001 "WHITE BIRCH"  13.5 11.5 61.9 49.7 10.3 1.9 0.693643490736739 0
 1002 "WHITE BIRCH"  18.1 12.3 127.2 91.4 30.7 5.1 0.257650200366825 0
 1003 "WHITE BIRCH"  28 12.7 325.3 188.7 123.2 13.4 0.928960443829285 0
 1004 "WHITE BIRCH"  22.6 13 235.9 157.2 69.9 8.9 0.0871618585979661 1
 1005 "WHITE BIRCH"  2 2.8 1 0.6 0.3 0.1 0.210951331986249 0
 1006 "WHITE BIRCH"  2.7 3.5 2.2 1.7 0 0.6 0.673896393566666 0
 1007 "WHITE BIRCH"  3.8 3.9 3.2 1.6 0 1.6 0.454426225706625 0
 1008 "WHITE BIRCH"  2.5 3 1.6 1.5 0 0.1 0.555791706272611 0
 1009 "WHITE BIRCH"  13 13.3 50.5 43.9 3.5 3.1 0.386844840598743 0
 1010 "WHITE BIRCH"  20.4 13.5 177 110.8 53.3 12.9 0.924907098918213 0
 1011 "WHITE BIRCH"  15.9 12.9 71.8 56.9 9.2 5.8 0.465851028560737 0
 1012 "WHITE BIRCH"  15 12.8 80.6 53.3 19.5 7.8 0.035014854801485 1
 1013 "WHITE BIRCH"  16.1 13.3 112.4 71.4 29.3 11.7 0.0941449083918714 1
 1014 "WHITE BIRCH"  22.3 12.5 198.5 135 50.6 12.8 0.432449799745921 0
 1015 "WHITE BIRCH"  26.9 11 234.5 198 28.7 7.8 0.409122616114438 0
 1016 "WHITE BIRCH"  21.3 10.9 155.1 111.9 36.3 6.9 0.526814594344762 0
 1017 "WHITE BIRCH"  17.7 10.6 73.6 55.3 15.2 3.1 0.597430750622116 0
 1018 "WHITE BIRCH"  9.6 7.5 20.6 12.9 3.1 4.6 0.429045131433103 0
 1019 "WHITE BIRCH"  9.7 6.9 21 13.6 4.2 3.2 0.720114327540384 0
 1020 "WHITE BIRCH"  6.7 6.3 9.1 6.1 1.4 1.7 0.0876143566725083 1
 1021 "WHITE BIRCH"  5 6.3 4.2 3 0.4 0.8 0.485366491137236 0
 1022 "WHITE BIRCH"  10.2 8.3 32.3 19.9 5.7 6.6 0.542487328824302 0
 1023 "WHITE BIRCH"  13.2 8.7 48.7 33.3 6.8 8.6 0.498876284041569 0
 1024 "WHITE BIRCH"  9.5 9.7 24.6 17.8 2.9 3.8 0.776515393468911 0
 1025 "WHITE BIRCH"  7.7 8 13.8 10.5 2.1 1.2 0.147056791832498 0
 1026 "WHITE BIRCH"  15.1 9.7 62.9 38.3 12.5 12.1 0.871331423363803 0
 1027 "WHITE BIRCH"  12.2 7.9 46.4 25 16 5.4 0.950729291819834 0
 1028 "WHITE BIRCH"  19.9 8.5 132 74.6 48.4 9 0.980104506990174 0
 1029 "WHITE BIRCH"  11.2 8.7 33.3 24.6 6.5 2.2 0.869395021607152 0
 1030 "WHITE BIRCH"  17.8 8.5 110.2 59.9 41.1 9.3 0.605914552555157 0
 1031 "WHITE BIRCH"  7.1 8.1 12.2 9.9 1.1 1.2 0.623932306366274 0
 1032 "WHITE BIRCH"  4.9 6.5 6.5 5.2 0.8 0.6 0.278650232772542 0
 1033 "WHITE BIRCH"  8.2 9 16.8 13.9 1.4 1.5 0.452941904480692 0
 1034 "WHITE BIRCH"  12.3 9.2 43.9 34.4 5.4 4.1 0.779949636673677 0
 1035 "WHITE BIRCH"  8.6 7.2 17.6 9.9 4.4 3.4 0.662769136720361 0
 1036 "WHITE BIRCH"  8.1 6.8 15.9 10.1 3.2 2.7 0.374966281745762 0
 1037 "WHITE BIRCH"  4.1 5.9 3.4 2.5 0.4 0.6 0.12656283275885 0
 1038 "WHITE BIRCH"  16.6 11.8 94 68.1 16.7 9.1 0.755741690969296 0
 1039 "WHITE BIRCH"  10.9 9.9 35.8 27.3 6 2.5 0.753422853536864 0
 1040 "WHITE BIRCH"  12 9.1 41.7 30.5 7 4.2 0.325733164551376 0
 1041 "WHITE BIRCH"  12.7 8.7 49.5 37.3 9.3 3 0.967532974134933 0
 1042 "WHITE BIRCH"  12.7 11.7 45.3 40.3 3.3 1.7 0.264528398774395 0
 1043 "WHITE BIRCH"  25 12.6 238.7 167.2 63 8.6 0.90516102001562 0
 1044 "WHITE BIRCH"  27.1 13.8 294.1 209.6 70.5 14.1 0.531268076383753 0
 1045 "WHITE BIRCH"  34.3 13.4 491.4 329.7 136.1 25.6 0.0571064861088006 1
 1046 "WHITE BIRCH"  22.9 12.4 195.7 148.4 40 7.3 0.875800768110103 0
 1047 "WHITE BIRCH"  7 4.8 9.8 6.1 1.7 1.9 0.621122571436307 0
 1048 "WHITE BIRCH"  6.5 4.7 7.6 4.8 1.2 1.7 0.943880388019179 0
 1049 "WHITE BIRCH"  27.3 11.5 340.6 187.8 119.4 33.5 0.726963755718226 0
 1050 "WHITE BIRCH"  29.5 12 463.2 270.5 165.5 27.2 0.159682221732768 0
 1051 "WHITE BIRCH"  31.5 13.1 408.9 244.1 136.8 28 0.669332953664391 0
 1052 "WHITE BIRCH"  19 11.9 154.2 98.2 46.8 9.2 0.393622341122549 0
 1053 "WHITE BIRCH"  13.2 10.5 69.7 41.9 13.2 14.6 0.564923612531355 0
 1054 "WHITE BIRCH"  19 14.3 178.4 118.2 48.2 12 0.349073048054266 0
 1055 "WHITE BIRCH"  19.2 14.6 168.9 127.5 29.2 12.2 0.410801637719399 0
 1056 "WHITE BIRCH"  14.9 14.3 86.7 71.1 11.3 4.3 0.775308175138105 0
 1057 "WHITE BIRCH"  13 13.9 59.7 49.3 6.4 3.9 0.742500023026692 0
 1058 "WHITE BIRCH"  17.2 13.1 115 95.6 15.6 3.7 0.436850502792709 0
